Corps,Activité,produit,variete,annee,prix,region
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2014,38.15,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2015,37.97,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2016,38.16,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2017,38.33,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2018,38.6,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2019,39.47,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2020,39.38,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2021,39.5,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2022,39.61,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2023,39.73,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2024,39.84,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2025,39.96,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2026,40.07,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2027,40.19,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2028,40.3,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2029,40.42,DT
"Peinture, vitrerie & plâtre",Peinture,Laqué,Laqué (kg),2030,40.53,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2005,371.54,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2006,377.23,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2007,382.31,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2008,395.74,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2009,379.8,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2010,371.99,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2011,365.86,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2012,353.03,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2013,356.56,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2014,356.74,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2015,348.57,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2016,353.59,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2017,351.31,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2018,360.98,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2019,373.54,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2020,351.14,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2021,349.21,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2022,347.28,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2023,345.35,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2024,343.42,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2025,341.49,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2026,339.56,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2027,337.63,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2028,335.7,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2029,333.76,DT
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),2030,331.83,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2005,313.39,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2006,314.02,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2007,315.24,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2008,307.71,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2009,310.16,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2010,310.18,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2011,307.94,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2012,313.03,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2013,316.84,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2014,312.04,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2015,314.82,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2016,314.19,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2017,315.44,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2018,319.92,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2019,319.73,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2020,317.45,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2021,317.93,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2022,318.4,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2023,318.88,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2024,319.36,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2025,319.83,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2026,320.31,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2027,320.78,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2028,321.26,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2029,321.74,DT
Revêtement ,Produits en marbre et granit,Marbre importé,Qualité économique  (m²),2030,322.21,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2005,487.08,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2006,488.28,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2007,490.71,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2008,493.2,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2009,470.64,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2010,476.42,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2011,479.08,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2012,489.27,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2013,480.95,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2014,496.69,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2015,498.19,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2016,508.04,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2017,508.82,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2018,511.98,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2019,502.06,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2020,507.01,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2021,508.87,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2022,510.74,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2023,512.6,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2024,514.47,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2025,516.33,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2026,518.2,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2027,520.06,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2028,521.92,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2029,523.79,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité moyenne (m²),2030,525.65,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2005,310.29,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2006,319.39,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2007,321.82,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2008,316.62,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2009,317.85,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2010,326.28,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2011,330.71,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2012,332.79,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2013,338.91,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2014,345.02,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2015,344.43,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2016,345.11,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2017,345.34,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2018,353.95,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2019,358.36,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2020,359.53,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2021,362.75,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2022,365.96,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2023,369.18,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2024,372.4,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2025,375.62,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2026,378.83,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2027,382.05,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2028,385.27,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2029,388.48,DT
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),2030,391.7,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2005,138.01,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2006,138.14,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2007,139.02,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2008,141.37,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2009,138.19,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2010,133.93,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2011,132.42,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2012,135.33,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2013,132.46,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2014,131.73,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2015,133.3,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2016,135.45,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2017,135.46,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2018,137.0,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2019,138.91,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2020,134.3,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2021,134.09,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2022,133.87,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2023,133.65,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2024,133.43,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2025,133.21,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2026,133.0,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2027,132.78,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2028,132.56,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2029,132.34,DT
Gros œuvre,Produits issus des minéraux,Moellons,Pierres (m3),2030,132.12,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2005,77.71,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2006,78.44,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2007,79.16,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2008,76.82,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2009,77.47,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2010,76.34,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2011,77.37,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2012,76.29,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2013,77.0,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2014,78.23,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2015,78.16,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2016,79.38,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2017,79.34,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2018,80.26,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2019,80.98,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2020,79.64,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2021,79.82,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2022,80.0,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2023,80.18,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2024,80.36,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2025,80.54,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2026,80.72,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2027,80.9,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2028,81.08,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2029,81.26,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),2030,81.44,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2005,5.08,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2006,5.12,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2007,5.14,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2008,5.13,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2009,5.28,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2010,5.34,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2011,5.33,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2012,5.32,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2013,5.17,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2014,5.26,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2015,5.46,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2016,5.51,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2017,5.6,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2018,5.68,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2019,5.69,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2020,5.67,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2021,5.72,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2022,5.76,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2023,5.8,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2024,5.84,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2025,5.88,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2026,5.92,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2027,5.97,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2028,6.01,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2029,6.05,DT
Menuiserie Quincaillerie ,Quincaillerie,Paumelle,Standard (u),2030,6.09,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2005,25.85,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2006,26.03,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2007,26.03,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2008,26.34,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2009,27.29,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2010,26.97,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2011,27.49,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2012,26.92,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2013,26.88,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2014,27.16,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2015,27.16,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2016,27.47,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2017,27.34,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2018,27.52,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2019,29.52,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2020,28.35,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2021,28.51,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2022,28.67,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2023,28.84,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2024,29.0,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2025,29.16,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2026,29.32,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2027,29.48,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2028,29.64,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2029,29.8,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Mat (kg),2030,29.96,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2005,20.24,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2006,20.43,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2007,20.43,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2008,20.04,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2009,20.0,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2010,20.13,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2011,19.73,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2012,20.08,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2013,19.97,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2014,19.85,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2015,20.3,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2016,20.35,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2017,20.62,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2018,20.8,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2019,22.75,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2020,21.03,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2021,21.11,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2022,21.19,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2023,21.27,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2024,21.35,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2025,21.43,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2026,21.51,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2027,21.59,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2028,21.67,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2029,21.75,DT
"Peinture, vitrerie & plâtre",Peinture,Peinture,Vinylique (kg),2030,21.83,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2005,52.72,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2006,53.76,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2007,55.28,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2008,52.52,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2009,50.41,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2010,50.91,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2011,51.62,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2012,53.87,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2013,53.66,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2014,54.71,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2015,55.61,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2016,56.36,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2017,56.54,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2018,56.74,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2019,56.74,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2020,56.75,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2021,57.08,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2022,57.42,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2023,57.75,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2024,58.08,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2025,58.41,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2026,58.74,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2027,59.07,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2028,59.41,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2029,59.74,DT
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),2030,60.07,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2005,32.36,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2006,33.58,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2007,34.39,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2008,35.04,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2009,36.17,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2010,36.28,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2011,36.05,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2012,35.74,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2013,35.61,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2014,35.69,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2015,35.92,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2016,36.23,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2017,36.64,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2018,36.03,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2019,37.2,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2020,37.31,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2021,37.53,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2022,37.75,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2023,37.97,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2024,38.2,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2025,38.42,DT
"Peinture, vitrerie & plâtre",Chaux et Plâtre,Plâtre,40 kg (Sac),2026,38.64,DT
